latitude,longitude,elevation_m,slope_degrees,terrain_type,zone_id,suitable_for_grazing
33.520408,-5.126531,1503.5,13.2,hills,3,True
33.520408,-5.122449,1825.3,16.4,hills,3,True
33.520408,-5.118367,1711.4,8.3,hills,3,True
33.520408,-5.114286,1726.0,12.4,hills,3,True
33.520408,-5.110204,1525.0,8.8,hills,3,True
33.520408,-5.106122,1541.4,7.0,hills,3,True
33.520408,-5.102041,1655.3,13.2,hills,3,True
33.520408,-5.097959,1424.5,9.1,hills,3,True
33.520408,-5.093878,1680.6,6.2,hills,3,True
33.520408,-5.089796,1686.3,15.1,hills,3,True
33.520408,-5.085714,1605.0,14.2,hills,3,True
33.520408,-5.081633,1477.4,7.6,hills,3,True
33.520408,-5.077551,1492.8,6.2,hills,3,True
33.520408,-5.073469,1523.0,8.4,hills,3,True
33.520408,-5.069388,1844.7,16.7,hills,3,True
33.520408,-5.065306,1545.0,15.5,hills,3,True
33.520408,-5.061224,1539.7,18.6,hills,3,True
33.520408,-5.057143,1864.1,11.2,hills,3,True
33.520408,-5.053061,1711.6,6.0,hills,3,True
33.520408,-5.04898,1779.4,6.3,hills,3,True
33.520408,-5.044898,2159.7,8.4,hills,3,True
33.520408,-5.040816,1473.3,5.8,hills,3,True
33.520408,-5.036735,1577.5,10.9,hills,3,True
33.520408,-5.032653,1289.8,16.6,hills,3,True
33.520408,-5.028571,1489.0,11.8,hills,3,True
33.520408,-5.02449,1587.4,6.0,hills,3,True
33.520408,-5.020408,1604.9,13.8,hills,3,True
33.520408,-5.016327,1825.7,10.2,hills,3,True
33.520408,-5.012245,1094.1,18.7,hills,3,True
33.520408,-5.008163,1452.8,19.8,hills,3,True
33.520408,-5.004082,1637.2,13.6,hills,3,True
33.520408,-5.0,1836.9,16.4,hills,3,True
33.522449,-5.2,1447.0,18.7,hills,3,True
33.522449,-5.195918,1542.8,9.2,hills,3,True
33.522449,-5.191837,1619.9,17.9,hills,3,True
33.522449,-5.187755,1780.0,6.9,hills,3,True
33.522449,-5.183673,1760.5,19.9,hills,3,True
33.522449,-5.179592,2177.7,11.6,hills,3,True
33.522449,-5.17551,1175.7,12.1,hills,3,True
33.522449,-5.171429,1594.4,17.4,hills,3,True
33.522449,-5.167347,1754.3,15.2,hills,3,True
33.522449,-5.163265,1617.0,6.1,hills,3,True
33.522449,-5.159184,1439.2,5.4,hills,3,True
33.522449,-5.155102,1385.0,6.5,hills,3,True
33.522449,-5.15102,1623.2,9.2,hills,3,True
33.522449,-5.146939,1625.3,19.9,hills,3,True
33.522449,-5.142857,1565.0,10.2,hills,3,True
33.522449,-5.138776,2006.9,12.8,hills,3,True
33.522449,-5.134694,1670.0,17.4,hills,3,True
33.522449,-5.130612,1609.5,11.9,hills,3,True
33.522449,-5.126531,1981.2,19.5,hills,3,True
33.522449,-5.122449,1239.8,19.0,hills,3,True
33.522449,-5.118367,1971.7,15.0,hills,3,True
33.522449,-5.114286,1611.8,16.7,hills,3,True
33.522449,-5.110204,1718.9,9.0,hills,3,True
33.522449,-5.106122,1810.8,15.1,hills,3,True
33.522449,-5.102041,1820.9,19.2,hills,3,True
33.522449,-5.097959,1573.9,6.9,hills,3,True
33.522449,-5.093878,1048.8,10.7,hills,3,True
33.522449,-5.089796,1879.2,18.7,hills,3,True
33.522449,-5.085714,1667.5,9.6,hills,3,True
33.522449,-5.081633,1868.4,9.1,hills,3,True
33.522449,-5.077551,1327.9,15.2,hills,3,True
33.522449,-5.073469,1971.8,17.2,hills,3,True
33.522449,-5.069388,1543.2,7.6,hills,3,True
33.522449,-5.065306,1385.6,5.7,hills,3,True
33.522449,-5.061224,1637.9,10.3,hills,3,True
33.522449,-5.057143,1807.8,8.1,hills,3,True
33.522449,-5.053061,1637.5,17.8,hills,3,True
33.522449,-5.04898,1801.2,18.7,hills,3,True
33.522449,-5.044898,1587.3,13.9,hills,3,True
33.522449,-5.040816,1969.6,12.3,hills,3,True
33.522449,-5.036735,1594.3,6.3,hills,3,True
33.522449,-5.032653,1547.9,13.7,hills,3,True
33.522449,-5.028571,1805.0,10.5,hills,3,True
33.522449,-5.02449,1932.3,14.1,hills,3,True
33.522449,-5.020408,1696.6,5.9,hills,3,True
33.522449,-5.016327,1885.5,16.7,hills,3,True
33.522449,-5.012245,1733.4,11.1,hills,3,True
33.522449,-5.008163,1518.4,13.0,hills,3,True
33.522449,-5.004082,1890.3,13.1,hills,3,True
33.522449,-5.0,1718.1,17.1,hills,3,True
33.52449,-5.2,1451.2,5.3,hills,3,True
33.52449,-5.195918,1599.4,15.5,hills,3,True
33.52449,-5.191837,1643.9,11.2,hills,3,True
33.52449,-5.187755,1513.1,18.2,hills,3,True
33.52449,-5.183673,1554.8,11.8,hills,3,True
33.52449,-5.179592,1915.8,11.1,hills,3,True
33.52449,-5.17551,1303.5,6.3,hills,3,True
33.52449,-5.171429,1932.8,8.8,hills,3,True
33.52449,-5.167347,1648.8,8.1,hills,3,True
33.52449,-5.163265,1573.7,16.8,hills,3,True
33.52449,-5.159184,1921.9,12.2,hills,3,True
33.52449,-5.155102,1798.1,11.5,hills,3,True
33.52449,-5.15102,1489.3,6.6,hills,3,True
33.52449,-5.146939,1468.2,11.9,hills,3,True
33.52449,-5.142857,1729.9,13.0,hills,3,True
33.52449,-5.138776,1673.9,14.1,hills,3,True
33.52449,-5.134694,2107.6,17.1,hills,3,True
33.52449,-5.130612,1739.3,9.8,hills,3,True
33.52449,-5.126531,1811.0,17.2,hills,3,True
33.52449,-5.122449,1831.9,18.7,hills,3,True
33.52449,-5.118367,1424.4,18.1,hills,3,True
33.52449,-5.114286,1739.4,16.4,hills,3,True
33.52449,-5.110204,1720.3,18.9,hills,3,True
33.52449,-5.106122,1398.4,9.6,hills,3,True
33.52449,-5.102041,1505.7,9.3,hills,3,True
33.52449,-5.097959,1831.4,13.3,hills,3,True
33.52449,-5.093878,1730.9,6.4,hills,3,True
33.52449,-5.089796,1740.0,5.2,hills,3,True
33.52449,-5.085714,1269.5,7.6,hills,3,True
33.52449,-5.081633,1962.6,12.8,hills,3,True
33.52449,-5.077551,1691.8,7.8,hills,3,True
33.52449,-5.073469,1654.7,8.2,hills,3,True
33.52449,-5.069388,1807.3,17.4,hills,3,True
33.52449,-5.065306,2227.4,6.9,hills,3,True
33.52449,-5.061224,2103.2,17.6,hills,3,True
33.52449,-5.057143,1561.7,16.0,hills,3,True
33.52449,-5.053061,2045.3,9.1,hills,3,True
33.52449,-5.04898,1642.0,16.5,hills,3,True
33.52449,-5.044898,1529.2,8.0,hills,3,True
33.52449,-5.040816,1460.5,16.5,hills,3,True
33.52449,-5.036735,1818.7,13.0,hills,3,True
33.52449,-5.032653,1768.8,10.5,hills,3,True
33.52449,-5.028571,1384.8,18.5,hills,3,True
33.52449,-5.02449,1472.2,19.5,hills,3,True
33.52449,-5.020408,1510.5,10.8,hills,3,True
33.52449,-5.016327,1525.8,16.4,hills,3,True
33.52449,-5.012245,1656.4,15.4,hills,3,True
33.52449,-5.008163,1784.8,16.9,hills,3,True
33.52449,-5.004082,1789.4,13.4,hills,3,True
33.52449,-5.0,1776.4,7.9,hills,3,True
33.526531,-5.2,1831.8,10.7,hills,3,True
33.526531,-5.195918,1604.6,5.5,hills,3,True
33.526531,-5.191837,2128.7,6.8,hills,3,True
33.526531,-5.187755,1496.7,13.2,hills,3,True
33.526531,-5.183673,1714.7,5.4,hills,3,True
33.526531,-5.179592,1428.1,12.1,hills,3,True
33.526531,-5.17551,1735.8,5.0,hills,3,True
33.526531,-5.171429,1466.2,8.6,hills,3,True
33.526531,-5.167347,1802.0,14.1,hills,3,True
33.526531,-5.163265,1629.9,19.7,hills,3,True
33.526531,-5.159184,1637.5,7.7,hills,3,True
33.526531,-5.155102,1504.2,8.3,hills,3,True
33.526531,-5.15102,1639.6,11.7,hills,3,True
33.526531,-5.146939,1705.7,9.6,hills,3,True
33.526531,-5.142857,1817.1,8.8,hills,3,True
33.526531,-5.138776,1785.1,17.2,hills,3,True
33.526531,-5.134694,1524.7,9.9,hills,3,True
33.526531,-5.130612,1702.1,6.6,hills,3,True
33.526531,-5.126531,1763.8,14.5,hills,3,True
33.526531,-5.122449,1756.0,7.3,hills,3,True
33.526531,-5.118367,1359.8,11.6,hills,3,True
33.526531,-5.114286,1791.1,14.9,hills,3,True
33.526531,-5.110204,1330.5,5.7,hills,3,True
33.526531,-5.106122,1342.5,13.7,hills,3,True
33.526531,-5.102041,1643.1,5.6,hills,3,True
33.526531,-5.097959,1754.7,16.1,hills,3,True
33.526531,-5.093878,1526.4,9.8,hills,3,True
33.526531,-5.089796,2117.3,6.0,hills,3,True
33.526531,-5.085714,1615.4,14.9,hills,3,True
33.526531,-5.081633,1451.4,11.8,hills,3,True
33.526531,-5.077551,1555.7,8.0,hills,3,True
33.526531,-5.073469,1943.2,13.1,hills,3,True
33.526531,-5.069388,1188.0,13.0,hills,3,True
33.526531,-5.065306,1744.7,9.4,hills,3,True
33.526531,-5.061224,1348.1,14.6,hills,3,True
33.526531,-5.057143,1447.2,15.0,hills,3,True
33.526531,-5.053061,1617.8,6.2,hills,3,True
33.526531,-5.04898,1454.5,16.8,hills,3,True
33.526531,-5.044898,1557.5,6.0,hills,3,True
33.526531,-5.040816,2000.3,11.4,hills,3,True
33.526531,-5.036735,1519.8,6.2,hills,3,True
33.526531,-5.032653,1708.5,17.4,hills,3,True
33.526531,-5.028571,1736.0,11.6,hills,3,True
33.526531,-5.02449,1562.8,17.3,hills,3,True
33.526531,-5.020408,1649.8,8.5,hills,3,True
33.526531,-5.016327,1643.3,17.4,hills,3,True
33.526531,-5.012245,2091.0,8.6,hills,3,True
33.526531,-5.008163,1664.4,6.3,hills,3,True
33.526531,-5.004082,1715.8,6.5,hills,3,True
33.526531,-5.0,1669.4,19.5,hills,3,True
33.528571,-5.2,1705.0,16.9,hills,3,True
33.528571,-5.195918,1905.0,5.8,hills,3,True
33.528571,-5.191837,1397.1,5.9,hills,3,True
33.528571,-5.187755,1796.7,5.7,hills,3,True
33.528571,-5.183673,1813.9,15.3,hills,3,True
33.528571,-5.179592,1513.0,17.7,hills,3,True
33.528571,-5.17551,1639.4,5.1,hills,3,True
33.528571,-5.171429,1661.8,19.3,hills,3,True
33.528571,-5.167347,1986.3,15.7,hills,3,True
33.528571,-5.163265,1511.3,18.4,hills,3,True
33.528571,-5.159184,1785.6,14.0,hills,3,True
33.528571,-5.155102,1415.0,10.0,hills,3,True
33.528571,-5.15102,1990.7,9.5,hills,3,True
33.528571,-5.146939,1484.1,9.2,hills,3,True
33.528571,-5.142857,1361.4,6.8,hills,3,True
33.528571,-5.138776,1720.1,15.6,hills,3,True
33.528571,-5.134694,1852.6,10.1,hills,3,True
33.528571,-5.130612,1892.1,17.2,hills,3,True
33.528571,-5.126531,1598.4,7.4,hills,3,True
33.528571,-5.122449,1593.0,14.2,hills,3,True
33.528571,-5.118367,1513.1,18.5,hills,3,True
33.528571,-5.114286,1291.9,10.7,hills,3,True
33.528571,-5.110204,1493.7,6.5,hills,3,True
33.528571,-5.106122,1733.8,13.9,hills,3,True
33.528571,-5.102041,1946.9,6.1,hills,3,True
33.528571,-5.097959,1780.0,19.4,hills,3,True
33.528571,-5.093878,1699.6,13.5,hills,3,True
33.528571,-5.089796,1518.1,14.2,hills,3,True
33.528571,-5.085714,1811.9,14.6,hills,3,True
33.528571,-5.081633,1756.6,19.3,hills,3,True
33.528571,-5.077551,1737.6,12.8,hills,3,True
33.528571,-5.073469,1643.2,16.8,hills,3,True
33.528571,-5.069388,1610.9,15.3,hills,3,True
33.528571,-5.065306,1656.7,7.0,hills,3,True
33.528571,-5.061224,1713.4,10.7,hills,3,True
33.528571,-5.057143,1422.3,14.0,hills,3,True
33.528571,-5.053061,1811.5,17.1,hills,3,True
33.528571,-5.04898,1456.1,7.5,hills,3,True
33.528571,-5.044898,1530.5,12.6,hills,3,True
33.528571,-5.040816,1905.6,16.2,hills,3,True
33.528571,-5.036735,1901.9,18.9,hills,3,True
33.528571,-5.032653,1573.3,6.8,hills,3,True
33.528571,-5.028571,1624.6,17.4,hills,3,True
33.528571,-5.02449,1770.5,9.8,hills,3,True
33.528571,-5.020408,1690.6,17.0,hills,3,True
33.528571,-5.016327,1823.4,8.9,hills,3,True
33.528571,-5.012245,1761.0,13.3,hills,3,True
33.528571,-5.008163,1682.4,15.7,hills,3,True
33.528571,-5.004082,1457.8,13.0,hills,3,True
33.528571,-5.0,1651.3,17.6,hills,3,True
33.530612,-5.2,1394.9,11.1,valley,4,True
33.530612,-5.195918,1378.3,3.0,valley,4,True
33.530612,-5.191837,1294.1,10.0,valley,4,True
33.530612,-5.187755,1854.4,6.9,valley,4,True
33.530612,-5.183673,1336.6,9.7,valley,4,True
33.530612,-5.179592,1349.3,10.1,valley,4,True
33.530612,-5.17551,1646.5,3.9,valley,4,True
33.530612,-5.171429,1351.9,2.5,valley,4,True
33.530612,-5.167347,1500.8,2.3,valley,4,True
33.530612,-5.163265,1271.0,4.7,valley,4,True
33.530612,-5.159184,1718.8,9.6,valley,4,True
33.530612,-5.155102,1570.4,4.0,valley,4,True
33.530612,-5.15102,2096.0,10.4,valley,4,True
33.530612,-5.146939,1135.9,8.7,valley,4,True
33.530612,-5.142857,1582.8,7.3,valley,4,True
33.530612,-5.138776,1785.0,8.2,valley,4,True
33.530612,-5.134694,1444.9,7.0,valley,4,True
33.530612,-5.130612,1236.8,2.4,valley,4,True
33.530612,-5.126531,2011.3,11.9,valley,4,True
33.530612,-5.122449,1549.2,4.9,valley,4,True
33.530612,-5.118367,1446.7,2.6,valley,4,True
33.530612,-5.114286,1634.1,2.2,valley,4,True
33.530612,-5.110204,1759.4,12.0,valley,4,True
33.530612,-5.106122,1326.1,9.6,valley,4,True
33.530612,-5.102041,1860.2,9.5,valley,4,True
33.530612,-5.097959,1514.9,11.6,valley,4,True
33.530612,-5.093878,1754.4,7.4,valley,4,True
33.530612,-5.089796,1444.0,6.5,valley,4,True
33.530612,-5.085714,1192.2,4.5,valley,4,True
33.530612,-5.081633,1255.9,3.3,valley,4,True
33.530612,-5.077551,1354.2,8.3,valley,4,True
33.530612,-5.073469,1745.7,2.6,valley,4,True
33.530612,-5.069388,1606.7,2.9,valley,4,True
33.530612,-5.065306,1639.7,8.0,valley,4,True
33.530612,-5.061224,1470.7,8.3,valley,4,True
33.530612,-5.057143,1533.3,7.5,valley,4,True
33.530612,-5.053061,1356.7,10.5,valley,4,True
33.530612,-5.04898,1755.5,8.4,valley,4,True
33.530612,-5.044898,1652.7,10.3,valley,4,True
33.530612,-5.040816,1580.1,6.9,valley,4,True
33.530612,-5.036735,1525.5,8.7,valley,4,True
33.530612,-5.032653,1531.0,8.5,valley,4,True
33.530612,-5.028571,1793.6,5.3,valley,4,True
33.530612,-5.02449,1419.9,10.5,valley,4,True
33.530612,-5.020408,1542.4,7.6,valley,4,True
33.530612,-5.016327,1783.4,5.4,valley,4,True
33.530612,-5.012245,1638.4,5.7,valley,4,True
33.530612,-5.008163,1617.8,11.9,valley,4,True
33.530612,-5.004082,1732.7,11.5,valley,4,True
33.530612,-5.0,1473.4,6.0,valley,4,True
33.532653,-5.2,1394.4,2.7,valley,4,True
33.532653,-5.195918,1415.0,2.9,valley,4,True
33.532653,-5.191837,1528.5,4.8,valley,4,True
33.532653,-5.187755,1173.8,8.6,valley,4,True
33.532653,-5.183673,1450.2,6.8,valley,4,True
33.532653,-5.179592,1438.4,2.2,valley,4,True
33.532653,-5.17551,1685.7,2.9,valley,4,True
33.532653,-5.171429,1425.2,11.8,valley,4,True
33.532653,-5.167347,1383.4,2.9,valley,4,True
33.532653,-5.163265,1741.4,3.8,valley,4,True
33.532653,-5.159184,1371.8,9.9,valley,4,True
33.532653,-5.155102,1534.1,9.9,valley,4,True
33.532653,-5.15102,1765.9,8.8,valley,4,True
33.532653,-5.146939,1407.9,6.0,valley,4,True
33.532653,-5.142857,1580.8,9.5,valley,4,True
33.532653,-5.138776,1419.8,11.1,valley,4,True
33.532653,-5.134694,1367.3,6.2,valley,4,True
33.532653,-5.130612,1802.9,10.5,valley,4,True
33.532653,-5.126531,1600.1,9.6,valley,4,True
33.532653,-5.122449,1504.6,11.8,valley,4,True
33.532653,-5.118367,1316.6,8.8,valley,4,True
33.532653,-5.114286,1299.3,10.8,valley,4,True
33.532653,-5.110204,1471.7,5.1,valley,4,True
33.532653,-5.106122,1443.9,6.8,valley,4,True
33.532653,-5.102041,1393.8,2.1,valley,4,True
33.532653,-5.097959,1554.2,2.7,valley,4,True
33.532653,-5.093878,1651.8,7.7,valley,4,True
33.532653,-5.089796,1581.9,5.4,valley,4,True
33.532653,-5.085714,1656.2,6.6,valley,4,True
33.532653,-5.081633,1735.2,9.0,valley,4,True
33.532653,-5.077551,1210.3,5.1,valley,4,True
33.532653,-5.073469,1933.4,11.3,valley,4,True
33.532653,-5.069388,1450.8,5.2,valley,4,True
33.532653,-5.065306,1266.0,6.2,valley,4,True
33.532653,-5.061224,1805.5,6.4,valley,4,True
33.532653,-5.057143,1594.6,8.9,valley,4,True
33.532653,-5.053061,1843.1,4.1,valley,4,True
33.532653,-5.04898,1742.8,11.7,valley,4,True
33.532653,-5.044898,1576.3,7.6,valley,4,True
33.532653,-5.040816,1747.1,9.8,valley,4,True
33.532653,-5.036735,1555.0,7.6,valley,4,True
33.532653,-5.032653,1231.6,11.7,valley,4,True
33.532653,-5.028571,1684.2,4.0,valley,4,True
33.532653,-5.02449,1762.0,2.4,valley,4,True
33.532653,-5.020408,1799.1,2.6,valley,4,True
33.532653,-5.016327,1416.5,5.8,valley,4,True
33.532653,-5.012245,1379.8,10.3,valley,4,True
33.532653,-5.008163,1734.4,11.6,valley,4,True
33.532653,-5.004082,1357.4,7.4,valley,4,True
33.532653,-5.0,1766.0,5.9,valley,4,True
33.534694,-5.2,1642.2,5.1,valley,4,True
33.534694,-5.195918,1672.9,7.2,valley,4,True
33.534694,-5.191837,1585.9,2.2,valley,4,True
33.534694,-5.187755,1297.9,7.4,valley,4,True
33.534694,-5.183673,1292.9,10.7,valley,4,True
33.534694,-5.179592,1541.2,8.7,valley,4,True
33.534694,-5.17551,1401.2,10.7,valley,4,True
33.534694,-5.171429,1270.7,8.7,valley,4,True
33.534694,-5.167347,1518.1,4.1,valley,4,True
33.534694,-5.163265,1578.9,8.6,valley,4,True
33.534694,-5.159184,1679.6,4.6,valley,4,True
33.534694,-5.155102,1371.4,6.5,valley,4,True
33.534694,-5.15102,1485.1,3.7,valley,4,True
33.534694,-5.146939,1628.5,3.2,valley,4,True
33.534694,-5.142857,1198.8,7.2,valley,4,True
33.534694,-5.138776,1311.9,2.9,valley,4,True
33.534694,-5.134694,1629.4,4.3,valley,4,True
33.534694,-5.130612,1412.2,3.9,valley,4,True
33.534694,-5.126531,1626.9,6.1,valley,4,True
33.534694,-5.122449,1424.2,8.1,valley,4,True
33.534694,-5.118367,1347.8,4.0,valley,4,True
33.534694,-5.114286,1602.2,11.0,valley,4,True
33.534694,-5.110204,1583.5,11.2,valley,4,True
33.534694,-5.106122,1310.7,7.3,valley,4,True
33.534694,-5.102041,1350.2,4.8,valley,4,True
33.534694,-5.097959,1266.6,9.7,valley,4,True
33.534694,-5.093878,1338.7,4.5,valley,4,True
33.534694,-5.089796,1345.0,3.8,valley,4,True
33.534694,-5.085714,1579.5,10.8,valley,4,True
33.534694,-5.081633,1614.8,3.2,valley,4,True
33.534694,-5.077551,1571.2,4.2,valley,4,True
33.534694,-5.073469,2113.7,4.7,valley,4,True
33.534694,-5.069388,1345.5,5.8,valley,4,True
33.534694,-5.065306,1548.3,6.7,valley,4,True
33.534694,-5.061224,1926.3,11.6,valley,4,True
33.534694,-5.057143,1281.5,4.9,valley,4,True
33.534694,-5.053061,1677.4,9.2,valley,4,True
33.534694,-5.04898,1828.5,8.0,valley,4,True
33.534694,-5.044898,1349.8,11.9,valley,4,True
33.534694,-5.040816,1469.1,5.5,valley,4,True
33.534694,-5.036735,1633.1,10.3,valley,4,True
33.534694,-5.032653,1771.4,5.9,valley,4,True
33.534694,-5.028571,1619.6,10.2,valley,4,True
33.534694,-5.02449,1467.9,10.8,valley,4,True
33.534694,-5.020408,1500.0,11.9,valley,4,True
33.534694,-5.016327,1784.9,2.1,valley,4,True
33.534694,-5.012245,1662.9,9.9,valley,4,True
33.534694,-5.008163,1589.1,7.4,valley,4,True
33.534694,-5.004082,1101.0,4.2,valley,4,True
33.534694,-5.0,1834.3,4.3,valley,4,True
33.536735,-5.2,1501.1,8.6,valley,4,True
33.536735,-5.195918,1185.9,3.5,valley,4,True
33.536735,-5.191837,1413.8,3.1,valley,4,True
33.536735,-5.187755,1383.0,4.5,valley,4,True
33.536735,-5.183673,1376.0,8.1,valley,4,True
33.536735,-5.179592,1601.6,5.7,valley,4,True
33.536735,-5.17551,1180.6,5.9,valley,4,True
33.536735,-5.171429,1557.2,8.9,valley,4,True
33.536735,-5.167347,1363.5,7.7,valley,4,True
33.536735,-5.163265,1612.3,4.4,valley,4,True
33.536735,-5.159184,1488.9,11.4,valley,4,True
33.536735,-5.155102,1564.2,11.0,valley,4,True
33.536735,-5.15102,1492.8,11.5,valley,4,True
33.536735,-5.146939,1599.3,6.0,valley,4,True
33.536735,-5.142857,1627.0,5.0,valley,4,True
33.536735,-5.138776,1724.7,7.6,valley,4,True
33.536735,-5.134694,1559.2,8.4,valley,4,True
33.536735,-5.130612,1740.4,4.8,valley,4,True
33.536735,-5.126531,1299.8,5.5,valley,4,True
33.536735,-5.122449,1646.1,7.2,valley,4,True
33.536735,-5.118367,1356.9,5.4,valley,4,True
33.536735,-5.114286,1851.8,10.2,valley,4,True
33.536735,-5.110204,1436.1,10.4,valley,4,True
33.536735,-5.106122,1349.0,8.7,valley,4,True
33.536735,-5.102041,1683.2,8.4,valley,4,True
33.536735,-5.097959,1868.8,7.3,valley,4,True
33.536735,-5.093878,1423.4,7.1,valley,4,True
33.536735,-5.089796,1633.7,5.1,valley,4,True
33.536735,-5.085714,1535.4,9.3,valley,4,True
33.536735,-5.081633,1689.1,11.6,valley,4,True
33.536735,-5.077551,1566.4,8.7,valley,4,True
33.536735,-5.073469,1542.7,2.9,valley,4,True
33.536735,-5.069388,1733.5,5.2,valley,4,True
33.536735,-5.065306,1495.6,2.6,valley,4,True
33.536735,-5.061224,1915.8,7.6,valley,4,True
33.536735,-5.057143,1536.6,9.8,valley,4,True
33.536735,-5.053061,1342.8,9.0,valley,4,True
33.536735,-5.04898,1660.9,9.7,valley,4,True
33.536735,-5.044898,1648.1,3.0,valley,4,True
33.536735,-5.040816,1491.7,2.9,valley,4,True
33.536735,-5.036735,1373.8,6.0,valley,4,True
33.536735,-5.032653,1852.9,2.8,valley,4,True
33.536735,-5.028571,1666.8,11.5,valley,4,True
33.536735,-5.02449,1095.3,7.0,valley,4,True
33.536735,-5.020408,1509.0,9.4,valley,4,True
33.536735,-5.016327,1757.5,2.6,valley,4,True
33.536735,-5.012245,1510.9,11.9,valley,4,True
33.536735,-5.008163,1287.2,4.8,valley,4,True
33.536735,-5.004082,1644.3,10.6,valley,4,True
33.536735,-5.0,1156.7,9.3,valley,4,True
33.538776,-5.2,1352.6,9.4,valley,4,True
33.538776,-5.195918,1676.7,2.1,valley,4,True
33.538776,-5.191837,1612.3,9.2,valley,4,True
33.538776,-5.187755,1229.6,4.5,valley,4,True
33.538776,-5.183673,1370.1,4.5,valley,4,True
33.538776,-5.179592,1669.5,4.2,valley,4,True
33.538776,-5.17551,1253.1,3.3,valley,4,True
33.538776,-5.171429,1526.6,9.2,valley,4,True
33.538776,-5.167347,1458.7,8.2,valley,4,True
33.538776,-5.163265,1560.9,4.3,valley,4,True
33.538776,-5.159184,1691.1,6.8,valley,4,True
33.538776,-5.155102,1498.6,6.1,valley,4,True
33.538776,-5.15102,1661.9,10.6,valley,4,True
33.538776,-5.146939,1556.8,5.5,valley,4,True
33.538776,-5.142857,1170.7,2.1,valley,4,True
33.538776,-5.138776,1504.1,5.9,valley,4,True
33.538776,-5.134694,1790.0,6.8,valley,4,True
33.538776,-5.130612,1146.0,5.0,valley,4,True
33.538776,-5.126531,1521.6,2.7,valley,4,True
33.538776,-5.122449,1616.9,3.6,valley,4,True
33.538776,-5.118367,1559.6,7.4,valley,4,True
33.538776,-5.114286,1482.4,4.6,valley,4,True
33.538776,-5.110204,1390.3,5.8,valley,4,True
33.538776,-5.106122,1841.5,11.4,valley,4,True
33.538776,-5.102041,1788.1,3.7,valley,4,True
33.538776,-5.097959,1315.0,3.0,valley,4,True
33.538776,-5.093878,1619.6,8.3,valley,4,True
33.538776,-5.089796,1563.8,2.5,valley,4,True
33.538776,-5.085714,1487.1,4.1,valley,4,True
33.538776,-5.081633,1555.6,10.8,valley,4,True
33.538776,-5.077551,1641.3,11.2,valley,4,True
33.538776,-5.073469,1543.7,5.1,valley,4,True
33.538776,-5.069388,1553.8,4.3,valley,4,True
33.538776,-5.065306,1849.7,8.4,valley,4,True
33.538776,-5.061224,1393.7,3.8,valley,4,True
33.538776,-5.057143,1501.2,6.7,valley,4,True
33.538776,-5.053061,1303.0,5.0,valley,4,True
33.538776,-5.04898,1853.3,3.9,valley,4,True
33.538776,-5.044898,1460.4,8.2,valley,4,True
33.538776,-5.040816,1522.1,2.7,valley,4,True
33.538776,-5.036735,1170.6,9.5,valley,4,True
33.538776,-5.032653,1228.0,10.3,valley,4,True
33.538776,-5.028571,1796.5,2.7,valley,4,True
33.538776,-5.02449,1755.0,11.0,valley,4,True
33.538776,-5.020408,1864.9,8.5,valley,4,True
33.538776,-5.016327,1523.8,6.1,valley,4,True
33.538776,-5.012245,1471.6,11.4,valley,4,True
33.538776,-5.008163,1244.9,11.9,valley,4,True
33.538776,-5.004082,1196.6,8.0,valley,4,True
33.538776,-5.0,1229.2,10.4,valley,4,True
33.540816,-5.2,1934.0,17.1,hills,5,True
33.540816,-5.195918,1699.0,14.9,hills,5,True
33.540816,-5.191837,1697.7,18.2,hills,5,True
33.540816,-5.187755,1648.1,9.4,hills,5,True
33.540816,-5.183673,1623.1,18.6,hills,5,True
33.540816,-5.179592,1577.0,19.7,hills,5,True
33.540816,-5.17551,1459.0,18.7,hills,5,True
33.540816,-5.171429,1983.5,12.6,hills,5,True
33.540816,-5.167347,2059.8,5.9,hills,5,True
33.540816,-5.163265,1169.7,8.2,hills,5,True
33.540816,-5.159184,1609.6,11.7,hills,5,True
33.540816,-5.155102,1465.3,20.0,hills,5,True
33.540816,-5.15102,1718.4,5.8,hills,5,True
33.540816,-5.146939,1424.5,18.3,hills,5,True
33.540816,-5.142857,1849.7,6.1,hills,5,True
33.540816,-5.138776,1691.7,11.2,hills,5,True
33.540816,-5.134694,1849.2,8.1,hills,5,True
33.540816,-5.130612,1470.5,17.4,hills,5,True
33.540816,-5.126531,2184.0,14.6,hills,5,True
33.540816,-5.122449,1859.3,10.7,hills,5,True
33.540816,-5.118367,1963.3,15.9,hills,5,True
33.540816,-5.114286,1547.4,9.5,hills,5,True
33.540816,-5.110204,1979.8,10.7,hills,5,True
33.540816,-5.106122,1688.7,18.5,hills,5,True
33.540816,-5.102041,1876.1,14.7,hills,5,True
33.540816,-5.097959,1397.3,10.1,hills,5,True
33.540816,-5.093878,1778.5,5.8,hills,5,True
33.540816,-5.089796,1525.5,17.8,hills,5,True
33.540816,-5.085714,1560.8,13.2,hills,5,True
33.540816,-5.081633,1459.8,10.0,hills,5,True
33.540816,-5.077551,2055.1,16.3,hills,5,True
33.540816,-5.073469,1933.3,15.2,hills,5,True
33.540816,-5.069388,1433.9,17.0,hills,5,True
33.540816,-5.065306,1639.0,6.0,hills,5,True
33.540816,-5.061224,1774.8,7.2,hills,5,True
