date,zone_id,ndvi,biomass_kg_per_hectare,carrying_capacity_sheep_per_hectare,grass_quality,accessible,restriction_reason
2024-11-11,8,0.0,0.0,0.0,restricted,False,Protected area
2024-11-11,9,0.0,0.0,0.0,restricted,False,Protected area
2024-11-11,10,0.238,286.1,2.9,poor,True,
2024-11-18,1,0.336,402.7,4.0,poor,True,
2024-11-18,2,0.307,368.2,3.7,poor,True,
2024-11-18,3,0.261,312.7,3.1,poor,True,
2024-11-18,4,0.0,0.0,0.0,restricted,False,Flood risk
2024-11-18,5,0.323,387.8,3.9,poor,True,
2024-11-18,6,0.0,0.0,0.0,restricted,False,Flood risk
2024-11-18,7,0.273,328.0,3.3,poor,True,
2024-11-18,8,0.0,0.0,0.0,restricted,False,Protected area
2024-11-18,9,0.0,0.0,0.0,restricted,False,Protected area
2024-11-18,10,0.337,404.5,4.0,poor,True,
2024-11-25,1,0.0,0.0,0.0,restricted,False,Cold weather protection
2024-11-25,2,0.0,0.0,0.0,restricted,False,Cold weather protection
2024-11-25,3,0.223,267.3,2.7,poor,True,
2024-11-25,4,0.0,0.0,0.0,restricted,False,Flood risk
2024-11-25,5,0.185,221.7,2.2,very_poor,True,
2024-11-25,6,0.0,0.0,0.0,restricted,False,Flood risk
2024-11-25,7,0.261,313.1,3.1,poor,True,
2024-11-25,8,0.0,0.0,0.0,restricted,False,Protected area
2024-11-25,9,0.0,0.0,0.0,restricted,False,Protected area
2024-11-25,10,0.225,269.7,2.7,poor,True,
2024-12-02,1,0.0,0.0,0.0,restricted,False,Cold weather protection
2024-12-02,2,0.0,0.0,0.0,restricted,False,Cold weather protection
2024-12-02,3,0.161,193.2,1.9,very_poor,True,
2024-12-02,4,0.12,144.2,1.4,very_poor,True,
2024-12-02,5,0.157,188.1,1.9,very_poor,True,
2024-12-02,6,0.048,58.0,0.6,very_poor,True,
2024-12-02,7,0.229,275.1,2.8,poor,True,
2024-12-02,8,0.0,0.0,0.0,restricted,False,Protected area
2024-12-02,9,0.0,0.0,0.0,restricted,False,Protected area
2024-12-02,10,0.166,199.1,2.0,very_poor,True,
2024-12-09,1,0.0,0.0,0.0,restricted,False,Cold weather protection
2024-12-09,2,0.0,0.0,0.0,restricted,False,Cold weather protection
2024-12-09,3,0.161,192.6,1.9,very_poor,True,
2024-12-09,4,0.0,0.0,0.0,restricted,False,Flood risk
2024-12-09,5,0.232,278.9,2.8,poor,True,
2024-12-09,6,0.0,0.0,0.0,restricted,False,Flood risk
2024-12-09,7,0.054,64.8,0.6,very_poor,True,
2024-12-09,8,0.0,0.0,0.0,restricted,False,Protected area
2024-12-09,9,0.0,0.0,0.0,restricted,False,Protected area
2024-12-09,10,0.171,205.7,2.1,very_poor,True,
2024-12-16,1,0.115,138.2,1.4,very_poor,True,
2024-12-16,2,0.097,115.9,1.2,very_poor,True,
2024-12-16,3,0.074,89.1,0.9,very_poor,True,
2024-12-16,4,0.018,21.1,0.2,very_poor,True,
2024-12-16,5,0.0,0.0,0.0,very_poor,True,
2024-12-16,6,0.044,53.2,0.5,very_poor,True,
2024-12-16,7,0.021,25.6,0.3,very_poor,True,
2024-12-16,8,0.0,0.0,0.0,restricted,False,Protected area
2024-12-16,9,0.0,0.0,0.0,restricted,False,Protected area
2024-12-16,10,0.0,0.0,0.0,very_poor,True,
2024-12-23,1,0.0,0.0,0.0,restricted,False,Cold weather protection
2024-12-23,2,0.0,0.0,0.0,restricted,False,Cold weather protection
2024-12-23,3,0.024,28.6,0.3,very_poor,True,
2024-12-23,4,0.0,0.0,0.0,very_poor,True,
2024-12-23,5,0.0,0.0,0.0,very_poor,True,
2024-12-23,6,0.0,0.0,0.0,very_poor,True,
2024-12-23,7,0.0,0.0,0.0,very_poor,True,
2024-12-23,8,0.0,0.0,0.0,restricted,False,Protected area
2024-12-23,9,0.0,0.0,0.0,restricted,False,Protected area
2024-12-23,10,0.043,52.1,0.5,very_poor,True,
